# Data for INRIM_ITYb1-PTB_Sr3_CombKnoten 
# File generated on: 2025-01-20T17:03:46+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys     	uB_sys
59639.001250	-5.6959310202e-16	1	2.8884800000000002e-18	2e-17
59639.001262	-6.6167426171e-16	1	2.88857e-18	2e-17
59639.001273	-1.2277986897e-15	1	2.88866e-18	2e-17
59639.001285	-1.7888577889e-15	1	2.88875e-18	2e-17
59639.001296	1.8322657387e-15	1	2.88884e-18	2e-17
59639.001308	-1.0787506057e-15	1	2.88893e-18	2e-17
59639.001319	-2.0502958896e-15	1	2.88902e-18	2e-17
59639.001331	4.5751512100e-16	1	2.8891100000000004e-18	2e-17
59639.001343	-1.0215295071e-15	1	2.8892e-18	2e-17
59639.001354	1.0802580573e-15	1	2.8893e-18	2e-17
59639.001366	1.9281881878e-16	1	2.88939e-18	2e-17
59639.001377	-4.6314904282e-16	1	2.88948e-18	2e-17
59639.001389	9.4680798595e-16	1	2.8895700000000004e-18	2e-17
59639.001400	-4.9933357196e-16	1	2.8896600000000004e-18	2e-17
59639.001412	-1.0380477888e-15	1	2.8897500000000004e-18	2e-17
59639.001424	-2.1080818109e-15	1	2.8898400000000003e-18	2e-17
59639.001435	-5.9068435958e-16	1	2.8899300000000003e-18	2e-17
59639.001470	-4.5246417692e-16	1	2.8902100000000004e-18	2e-17
59639.001481	1.9452611974e-16	1	2.8903e-18	2e-17
59639.001493	8.0442120590e-16	1	2.8903900000000003e-18	2e-17
