z,mu_SN,mu_err,mu_model_best,residual
0.24237,21.18455,0.15195,21.077358251384638,0.10719174861536374
0.31437,21.3618,0.137,21.72501535846459,-0.36321535846458985
0.2754,21.4485,0.153,21.39375900473369,0.05474099526631093
0.30004,21.4204,0.15885,21.607830858657834,-0.1874308586578337
0.21735,20.89395,0.15665,20.810080634511046,0.08386936548895463
0.20311,20.5734,0.12555,20.64501168613714,-0.07161168613713897
0.19005,20.4061,0.1552,20.48394691994657,-0.07784691994656967
0.29003,21.3714,0.15315,21.52288460653743,-0.15148460653743
0.22796,20.83435,0.15045,20.926711795878504,-0.09236179587850302
0.31032,21.45975,0.15795,21.692401839385226,-0.23265183938522682
0.13712,20.12265,0.11415,19.704091503823236,0.41855849617676455
0.08798,18.6796,0.1066,18.669728984884323,0.009871015115678006
0.08534,18.62285,0.1057,18.59962921964184,0.023220780358158777
0.19024,20.6486,0.11825,20.48636251651962,0.16223748348037859
0.09278,18.8576,0.109,18.79221267180249,0.06538732819751303
0.12891,19.58985,0.12795,19.558531967371664,0.031318032628334436
0.26136,21.1668,0.15835,21.26377485816431,-0.0969748581643124
0.26132,21.4559,0.17885,21.263395455862202,0.1925045441377975
0.1957,20.61715,0.12925,20.554843391374632,0.06230660862536652
0.14723,19.83975,0.1218,19.872537420379857,-0.032787420379857934
0.21154,21.14485,0.1818,20.743971974971103,0.4008780250288986
0.17972,20.30175,0.11325,20.349130839126587,-0.04738083912658908
0.1907,20.6928,0.11925,20.49220157878173,0.20059842121826676
0.3385,21.7897,0.1618,21.911682608551082,-0.12198260855108245
0.11762,19.41925,0.10595,19.343489757699523,0.07576024230047906
